Gene;effect;qualityType;restriction_persent;restriction_time;age;organism;line;sex;sample;link
Ephb2;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ephx2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ephx3;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ephx3;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Ephx3;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Eps8;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Eps8l2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Erbb2ip;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Erbb4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Erc1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ercc1;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ercc5;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Erf;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Erg;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ergic2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ergic3;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Eri2;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Eri2;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Eri2;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Erlin1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ermp1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ermp1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Ern1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ern1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Errfi1;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Esam;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Esf1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Esr1;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Esr1;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Esr1;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Esrra;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Esrrb;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Esrrg;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Esyt1;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Esyt1;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Esyt1;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Etaa1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Etfdh;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Etnk2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Etohi1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ets1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ets2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ets2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Etv6;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Ewsr1;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Exd1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Exd1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Exd2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Exd2;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Exph5;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Extl1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
F10;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
F10;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
F10;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
F2r;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
F5;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
F5;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
F5;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
F7;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
F830016B08Rik;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
F830016B08Rik;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
F9;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fabp4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fabp5;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fabp5;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fabp5;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fads1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fads1;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fads1;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fads1;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fads2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fads6;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Faim;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam101b;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam101b;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam102a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam107a;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam107a;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam109a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam110a;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam110b;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam110c;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam111a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam117a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam117b;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam117b;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam118a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam122a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam122a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam124a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam126b;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam129a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam131a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam131c;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam134a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam134b;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam150b;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam150b;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam150b;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam160a1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam160a2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam160b2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam171a1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam174a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam193b;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam198b;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam198b;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam198b;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam19a2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam19a5;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam20a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam20b;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam212b;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam213b;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam214a;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam214a;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam219a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam219aos;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam220a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam220a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam25c;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam26e;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam26e;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam26e;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam43a;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam43a;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam43a;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fam45a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam46a;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam46c;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam46c;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam47e;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam49a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam53b;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam53c;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam57b;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam60a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam63a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam63a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam65b;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam69a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam78a;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam83d;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fam83f;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fam83h;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fancl;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Farp1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fars2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fasn;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fat1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fat4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fat4;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fblim1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbln1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbln5;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbln5;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fbln5;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fbln5;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fbln5;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fbln7;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbn1;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fbn1;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fbn1;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Fbn1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fbp2;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fbxl15;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbxl17;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fbxl18;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbxl4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbxl4;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fbxl5;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbxl8;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbxo17;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fbxo18;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbxo21;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fbxo21;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fbxo25;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbxo3;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Fbxo31;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Fbxo32;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
